timestamp,wagon_id,train_id,event,location,status
1392.0,W0048,,RETROFIT_COMPLETED,WS_02,COMPLETED
1401.0,W0048,,PARKED,parking1,PARKED
936.0,W0049,T3,ARRIVED,collection,ARRIVED
936.0,W0050,T3,ARRIVED,collection,ARRIVED
936.0,W0051,T3,ARRIVED,collection,ARRIVED
936.0,W0052,T3,ARRIVED,collection,ARRIVED
936.0,W0053,T3,ARRIVED,collection,ARRIVED
936.0,W0054,T3,ARRIVED,collection,ARRIVED
936.0,W0055,T3,ARRIVED,collection,ARRIVED
936.0,W0056,T3,ARRIVED,collection,ARRIVED
936.0,W0057,T3,ARRIVED,rejected,REJECTED
936.0,W0058,T3,ARRIVED,rejected,REJECTED
936.0,W0059,T3,ARRIVED,rejected,REJECTED
936.0,W0060,T3,ARRIVED,rejected,REJECTED
936.0,W0061,T3,ARRIVED,rejected,REJECTED
936.0,W0062,T3,ARRIVED,rejected,REJECTED
936.0,W0063,T3,ARRIVED,rejected,REJECTED
936.0,W0064,T3,ARRIVED,rejected,REJECTED
936.0,W0065,T3,ARRIVED,rejected,REJECTED
1224.0,W0066,T4,ARRIVED,collection,ARRIVED
1282.0,W0066,,ON_RETROFIT_TRACK,retrofit,WAITING
1396.0,W0066,,AT_WORKSHOP,WS_02,READY
1396.0,W0066,,RETROFIT_STARTED,WS_02,RETROFITTING
1456.0,W0066,,RETROFIT_COMPLETED,WS_02,COMPLETED
1475.0,W0066,,PARKED,parking3,PARKED
1224.0,W0067,T4,ARRIVED,collection,ARRIVED
1282.0,W0067,,ON_RETROFIT_TRACK,retrofit,WAITING
1396.0,W0067,,AT_WORKSHOP,WS_02,READY
1396.0,W0067,,RETROFIT_STARTED,WS_02,RETROFITTING
1456.0,W0067,,RETROFIT_COMPLETED,WS_02,COMPLETED
1475.0,W0067,,PARKED,parking3,PARKED
1224.0,W0068,T4,ARRIVED,collection,ARRIVED
1282.0,W0068,,ON_RETROFIT_TRACK,retrofit,WAITING
1465.0,W0068,,AT_WORKSHOP,WS_01,READY
1465.0,W0068,,RETROFIT_STARTED,WS_01,RETROFITTING
1525.0,W0068,,RETROFIT_COMPLETED,WS_01,COMPLETED
1619.0,W0068,,PARKED,parking5,PARKED
1224.0,W0069,T4,ARRIVED,collection,ARRIVED
1282.0,W0069,,ON_RETROFIT_TRACK,retrofit,WAITING
1465.0,W0069,,AT_WORKSHOP,WS_01,READY
1465.0,W0069,,RETROFIT_STARTED,WS_01,RETROFITTING
1525.0,W0069,,RETROFIT_COMPLETED,WS_01,COMPLETED
1619.0,W0069,,PARKED,parking5,PARKED
1224.0,W0070,T4,ARRIVED,collection,ARRIVED
1282.0,W0070,,ON_RETROFIT_TRACK,retrofit,WAITING
1490.0,W0070,,AT_WORKSHOP,WS_02,READY
1490.0,W0070,,RETROFIT_STARTED,WS_02,RETROFITTING
1550.0,W0070,,RETROFIT_COMPLETED,WS_02,COMPLETED
1624.0,W0070,,PARKED,parking6,PARKED
1224.0,W0071,T4,ARRIVED,collection,ARRIVED
1282.0,W0071,,ON_RETROFIT_TRACK,retrofit,WAITING
1490.0,W0071,,AT_WORKSHOP,WS_02,READY
1490.0,W0071,,RETROFIT_STARTED,WS_02,RETROFITTING
1550.0,W0071,,RETROFIT_COMPLETED,WS_02,COMPLETED
1624.0,W0071,,PARKED,parking6,PARKED
1224.0,W0072,T4,ARRIVED,collection,ARRIVED
1282.0,W0072,,ON_RETROFIT_TRACK,retrofit,WAITING
1639.0,W0072,,AT_WORKSHOP,WS_01,READY
1639.0,W0072,,RETROFIT_STARTED,WS_01,RETROFITTING
1699.0,W0072,,RETROFIT_COMPLETED,WS_01,COMPLETED
1708.0,W0072,,PARKED,parking7,PARKED
1224.0,W0073,T4,ARRIVED,collection,ARRIVED
1604.0,W0073,,ON_RETROFIT_TRACK,retrofit,WAITING
1639.0,W0073,,AT_WORKSHOP,WS_01,READY
1639.0,W0073,,RETROFIT_STARTED,WS_01,RETROFITTING
1699.0,W0073,,RETROFIT_COMPLETED,WS_01,COMPLETED
1708.0,W0073,,PARKED,parking7,PARKED
1224.0,W0074,T4,ARRIVED,collection,ARRIVED
1604.0,W0074,,ON_RETROFIT_TRACK,retrofit,WAITING
1654.0,W0074,,AT_WORKSHOP,WS_02,READY
1654.0,W0074,,RETROFIT_STARTED,WS_02,RETROFITTING
1714.0,W0074,,RETROFIT_COMPLETED,WS_02,COMPLETED
1723.0,W0074,,PARKED,parking8,PARKED
1224.0,W0075,T4,ARRIVED,collection,ARRIVED
1604.0,W0075,,ON_RETROFIT_TRACK,retrofit,WAITING
1654.0,W0075,,AT_WORKSHOP,WS_02,READY
1654.0,W0075,,RETROFIT_STARTED,WS_02,RETROFITTING
1714.0,W0075,,RETROFIT_COMPLETED,WS_02,COMPLETED
1723.0,W0075,,PARKED,parking8,PARKED
1224.0,W0076,T4,ARRIVED,rejected,REJECTED
1224.0,W0077,T4,ARRIVED,collection,ARRIVED
1604.0,W0077,,ON_RETROFIT_TRACK,retrofit,WAITING
1703.0,W0077,,AT_WORKSHOP,WS_01,READY
1703.0,W0077,,RETROFIT_STARTED,WS_01,RETROFITTING
1763.0,W0077,,RETROFIT_COMPLETED,WS_01,COMPLETED
1772.0,W0077,,PARKED,parking9,PARKED
1224.0,W0078,T4,ARRIVED,collection,ARRIVED
1604.0,W0078,,ON_RETROFIT_TRACK,retrofit,WAITING
1703.0,W0078,,AT_WORKSHOP,WS_01,READY
1703.0,W0078,,RETROFIT_STARTED,WS_01,RETROFITTING
1763.0,W0078,,RETROFIT_COMPLETED,WS_01,COMPLETED
1772.0,W0078,,PARKED,parking9,PARKED
1224.0,W0079,T4,ARRIVED,collection,ARRIVED
1604.0,W0079,,ON_RETROFIT_TRACK,retrofit,WAITING
1718.0,W0079,,AT_WORKSHOP,WS_02,READY
1718.0,W0079,,RETROFIT_STARTED,WS_02,RETROFITTING
1778.0,W0079,,RETROFIT_COMPLETED,WS_02,COMPLETED
1797.0,W0079,,PARKED,parking10,PARKED
1224.0,W0080,T4,ARRIVED,rejected,REJECTED
1224.0,W0081,T4,ARRIVED,collection,ARRIVED
1604.0,W0081,,ON_RETROFIT_TRACK,retrofit,WAITING
1718.0,W0081,,AT_WORKSHOP,WS_02,READY
1718.0,W0081,,RETROFIT_STARTED,WS_02,RETROFITTING
1778.0,W0081,,RETROFIT_COMPLETED,WS_02,COMPLETED
1797.0,W0081,,PARKED,parking10,PARKED
1224.0,W0082,T4,ARRIVED,collection,ARRIVED
1604.0,W0082,,ON_RETROFIT_TRACK,retrofit,WAITING
1787.0,W0082,,AT_WORKSHOP,WS_01,READY
1787.0,W0082,,RETROFIT_STARTED,WS_01,RETROFITTING
1847.0,W0082,,RETROFIT_COMPLETED,WS_01,COMPLETED
1902.0,W0082,,PARKED,parking11,PARKED
1224.0,W0083,T4,ARRIVED,rejected,REJECTED
1224.0,W0084,T4,ARRIVED,rejected,REJECTED
1224.0,W0085,T4,ARRIVED,rejected,REJECTED
1224.0,W0086,T4,ARRIVED,rejected,REJECTED
1224.0,W0087,T4,ARRIVED,rejected,REJECTED
1224.0,W0088,T4,ARRIVED,rejected,REJECTED
1224.0,W0089,T4,ARRIVED,rejected,REJECTED
1224.0,W0090,T4,ARRIVED,rejected,REJECTED
1224.0,W0091,T4,ARRIVED,rejected,REJECTED
1224.0,W0092,T4,ARRIVED,rejected,REJECTED
1224.0,W0093,T4,ARRIVED,rejected,REJECTED
1224.0,W0094,T4,ARRIVED,rejected,REJECTED
1224.0,W0095,T4,ARRIVED,rejected,REJECTED
1512.0,W0096,T5,ARRIVED,rejected,REJECTED
1512.0,W0097,T5,ARRIVED,collection,ARRIVED
1604.0,W0097,,ON_RETROFIT_TRACK,retrofit,WAITING
1787.0,W0097,,AT_WORKSHOP,WS_01,READY
1787.0,W0097,,RETROFIT_STARTED,WS_01,RETROFITTING
1847.0,W0097,,RETROFIT_COMPLETED,WS_01,COMPLETED
1902.0,W0097,,PARKED,parking11,PARKED
1512.0,W0098,T5,ARRIVED,rejected,REJECTED
1512.0,W0099,T5,ARRIVED,collection,ARRIVED
1604.0,W0099,,ON_RETROFIT_TRACK,retrofit,WAITING
1812.0,W0099,,AT_WORKSHOP,WS_02,READY
1812.0,W0099,,RETROFIT_STARTED,WS_02,RETROFITTING
1872.0,W0099,,RETROFIT_COMPLETED,WS_02,COMPLETED
1907.0,W0099,,PARKED,parking12,PARKED
1512.0,W0100,T5,ARRIVED,collection,ARRIVED
1604.0,W0100,,ON_RETROFIT_TRACK,retrofit,WAITING
1812.0,W0100,,AT_WORKSHOP,WS_02,READY
1812.0,W0100,,RETROFIT_STARTED,WS_02,RETROFITTING
1872.0,W0100,,RETROFIT_COMPLETED,WS_02,COMPLETED
1907.0,W0100,,PARKED,parking12,PARKED
1512.0,W0101,T5,ARRIVED,collection,ARRIVED
1604.0,W0101,,ON_RETROFIT_TRACK,retrofit,WAITING
1922.0,W0101,,AT_WORKSHOP,WS_01,READY
1922.0,W0101,,RETROFIT_STARTED,WS_01,RETROFITTING
1982.0,W0101,,RETROFIT_COMPLETED,WS_01,COMPLETED
1991.0,W0101,,PARKED,parking13,PARKED
1512.0,W0102,T5,ARRIVED,collection,ARRIVED
1604.0,W0102,,ON_RETROFIT_TRACK,retrofit,WAITING
1922.0,W0102,,AT_WORKSHOP,WS_01,READY
1922.0,W0102,,RETROFIT_STARTED,WS_01,RETROFITTING
1982.0,W0102,,RETROFIT_COMPLETED,WS_01,COMPLETED
1991.0,W0102,,PARKED,parking13,PARKED
1512.0,W0103,T5,ARRIVED,collection,ARRIVED
1604.0,W0103,,ON_RETROFIT_TRACK,retrofit,WAITING
1937.0,W0103,,AT_WORKSHOP,WS_02,READY
1937.0,W0103,,RETROFIT_STARTED,WS_02,RETROFITTING
1997.0,W0103,,RETROFIT_COMPLETED,WS_02,COMPLETED
2006.0,W0103,,PARKED,parking14,PARKED
1512.0,W0104,T5,ARRIVED,collection,ARRIVED
1604.0,W0104,,ON_RETROFIT_TRACK,retrofit,WAITING
1937.0,W0104,,AT_WORKSHOP,WS_02,READY
1937.0,W0104,,RETROFIT_STARTED,WS_02,RETROFITTING
1997.0,W0104,,RETROFIT_COMPLETED,WS_02,COMPLETED
2006.0,W0104,,PARKED,parking14,PARKED
1800.0,W0105,T6,ARRIVED,collection,ARRIVED
1887.0,W0105,,ON_RETROFIT_TRACK,retrofit,WAITING
1986.0,W0105,,AT_WORKSHOP,WS_01,READY
1986.0,W0105,,RETROFIT_STARTED,WS_01,RETROFITTING
2046.0,W0105,,RETROFIT_COMPLETED,WS_01,COMPLETED
2055.0,W0105,,PARKED,parking15,PARKED
1800.0,W0106,T6,ARRIVED,collection,ARRIVED
1887.0,W0106,,ON_RETROFIT_TRACK,retrofit,WAITING
1986.0,W0106,,AT_WORKSHOP,WS_01,READY
1986.0,W0106,,RETROFIT_STARTED,WS_01,RETROFITTING
2046.0,W0106,,RETROFIT_COMPLETED,WS_01,COMPLETED
2055.0,W0106,,PARKED,parking15,PARKED
1800.0,W0107,T6,ARRIVED,collection,ARRIVED
1887.0,W0107,,ON_RETROFIT_TRACK,retrofit,WAITING
2001.0,W0107,,AT_WORKSHOP,WS_02,READY
2001.0,W0107,,RETROFIT_STARTED,WS_02,RETROFITTING
2061.0,W0107,,RETROFIT_COMPLETED,WS_02,COMPLETED
2080.0,W0107,,PARKED,parking16,PARKED
1800.0,W0108,T6,ARRIVED,collection,ARRIVED
1887.0,W0108,,ON_RETROFIT_TRACK,retrofit,WAITING
2001.0,W0108,,AT_WORKSHOP,WS_02,READY
2001.0,W0108,,RETROFIT_STARTED,WS_02,RETROFITTING
2061.0,W0108,,RETROFIT_COMPLETED,WS_02,COMPLETED
2080.0,W0108,,PARKED,parking16,PARKED
1800.0,W0109,T6,ARRIVED,collection,ARRIVED
1887.0,W0109,,ON_RETROFIT_TRACK,retrofit,WAITING
2070.0,W0109,,AT_WORKSHOP,WS_01,READY
2070.0,W0109,,RETROFIT_STARTED,WS_01,RETROFITTING
2130.0,W0109,,RETROFIT_COMPLETED,WS_01,COMPLETED
2173.0,W0109,,PARKED,parking1,PARKED
1800.0,W0110,T6,ARRIVED,collection,ARRIVED
1887.0,W0110,,ON_RETROFIT_TRACK,retrofit,WAITING
2070.0,W0110,,AT_WORKSHOP,WS_01,READY
2070.0,W0110,,RETROFIT_STARTED,WS_01,RETROFITTING
2130.0,W0110,,RETROFIT_COMPLETED,WS_01,COMPLETED
2173.0,W0110,,PARKED,parking1,PARKED
1800.0,W0111,T6,ARRIVED,collection,ARRIVED
1887.0,W0111,,ON_RETROFIT_TRACK,retrofit,WAITING
2095.0,W0111,,AT_WORKSHOP,WS_02,READY
2095.0,W0111,,RETROFIT_STARTED,WS_02,RETROFITTING
2155.0,W0111,,RETROFIT_COMPLETED,WS_02,COMPLETED
2178.0,W0111,,PARKED,parking2,PARKED
1800.0,W0112,T6,ARRIVED,collection,ARRIVED
1887.0,W0112,,ON_RETROFIT_TRACK,retrofit,WAITING
2095.0,W0112,,AT_WORKSHOP,WS_02,READY
2095.0,W0112,,RETROFIT_STARTED,WS_02,RETROFITTING
2155.0,W0112,,RETROFIT_COMPLETED,WS_02,COMPLETED
2178.0,W0112,,PARKED,parking2,PARKED
1800.0,W0113,T6,ARRIVED,rejected,REJECTED
1800.0,W0114,T6,ARRIVED,collection,ARRIVED
1887.0,W0114,,ON_RETROFIT_TRACK,retrofit,WAITING
2193.0,W0114,,AT_WORKSHOP,WS_01,READY
2193.0,W0114,,RETROFIT_STARTED,WS_01,RETROFITTING
2253.0,W0114,,RETROFIT_COMPLETED,WS_01,COMPLETED
2262.0,W0114,,PARKED,parking3,PARKED
1800.0,W0115,T6,ARRIVED,collection,ARRIVED
1887.0,W0115,,ON_RETROFIT_TRACK,retrofit,WAITING
2193.0,W0115,,AT_WORKSHOP,WS_01,READY
2193.0,W0115,,RETROFIT_STARTED,WS_01,RETROFITTING
2253.0,W0115,,RETROFIT_COMPLETED,WS_01,COMPLETED
2262.0,W0115,,PARKED,parking3,PARKED
1800.0,W0116,T6,ARRIVED,collection,ARRIVED
1887.0,W0116,,ON_RETROFIT_TRACK,retrofit,WAITING
2208.0,W0116,,AT_WORKSHOP,WS_02,READY
2208.0,W0116,,RETROFIT_STARTED,WS_02,RETROFITTING
2268.0,W0116,,RETROFIT_COMPLETED,WS_02,COMPLETED
2277.0,W0116,,PARKED,parking5,PARKED
1800.0,W0117,T6,ARRIVED,collection,ARRIVED
1887.0,W0117,,ON_RETROFIT_TRACK,retrofit,WAITING
