timestamp,datetime,resource_id,resource_type,state,train_id,batch_id,rejection_reason
1075.0,2025-12-01T17:55:00+00:00,W0057,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0058,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0059,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0060,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0061,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0063,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0064,wagon,queued,,,
1075.0,2025-12-01T17:55:00+00:00,W0065,wagon,queued,,,
1077.0,2025-12-01T17:57:00+00:00,LOCO_04,locomotive,moving,,,
1077.0,2025-12-01T17:57:00+00:00,W0023,wagon,moving,,,
1077.0,2025-12-01T17:57:00+00:00,W0024,wagon,moving,,,
1082.0,2025-12-01T18:02:00+00:00,W0023,wagon,in_workshop,,,
1082.0,2025-12-01T18:02:00+00:00,W0024,wagon,in_workshop,,,
1088.0,2025-12-01T18:08:00+00:00,W0023,wagon,in_workshop,,,
1088.0,2025-12-01T18:08:00+00:00,W0024,wagon,in_workshop,,,
1088.0,2025-12-01T18:08:00+00:00,LOCO_04,locomotive,moving,,,
1096.0,2025-12-01T18:16:00+00:00,W0019,wagon,retrofitted,,,
1096.0,2025-12-01T18:16:00+00:00,W0020,wagon,retrofitted,,,
1096.5,2025-12-01T18:16:30+00:00,LOCO_04,locomotive,moving,,,
1103.5,2025-12-01T18:23:30+00:00,LOCO_04,locomotive,moving,,,
1103.5,2025-12-01T18:23:30+00:00,W0019,wagon,moving,,,
1103.5,2025-12-01T18:23:30+00:00,W0020,wagon,moving,,,
1108.5,2025-12-01T18:28:30+00:00,LOCO_04,locomotive,moving,,,
1115.5,2025-12-01T18:35:30+00:00,LOCO_04,locomotive,moving,,,
