timestamp,datetime,locomotive_id,event_type,location,from_location,to_location,purpose,coupler_type,wagon_count,duration_min
1012.0,2025-12-01T16:52:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,collection2,,,,SCREW,9,2.0
1014.0,2025-12-01T16:54:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,collection2,,,,SCREW,9,2.0
1014.0,2025-12-01T16:54:00+00:00,LOCO_01,SHUNTING_PREP,collection2,,,,,9,1.0
1015.0,2025-12-01T16:55:00+00:00,LOCO_01,MOVING,retrofit1,collection2,retrofit1,,,0,60.0
1075.0,2025-12-01T17:55:00+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,retrofit1,,,,SCREW,9,3.0
1078.0,2025-12-01T17:58:00+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,retrofit1,,,,SCREW,9,3.0
1078.0,2025-12-01T17:58:00+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,retrofit1,,,,SCREW,9,24.0
1102.0,2025-12-01T18:22:00+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,retrofit1,,,,SCREW,9,24.0
1126.0,2025-12-01T18:46:00+00:00,LOCO_01,MOVING,track_19,retrofit1,track_19,,,0,5.0
1131.0,2025-12-01T18:51:00+00:00,LOCO_01,PARKING,,,,,,0,0.0
1131.0,2025-12-01T18:51:00+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1136.0,2025-12-01T18:56:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1136.5,2025-12-01T18:56:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1136.5,2025-12-01T18:56:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1137.0,2025-12-01T18:57:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1137.0,2025-12-01T18:57:00+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1138.0,2025-12-01T18:58:00+00:00,LOCO_01,MOVING,retrofitted1,WS_02,retrofitted1,,,0,5.0
1143.0,2025-12-01T19:03:00+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,5.5
1148.5,2025-12-01T19:08:30+00:00,LOCO_01,MOVING,WS_03,track_19,WS_03,,,0,5.0
1153.5,2025-12-01T19:13:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1154.0,2025-12-01T19:14:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1154.0,2025-12-01T19:14:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1154.5,2025-12-01T19:14:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1154.5,2025-12-01T19:14:30+00:00,LOCO_01,SHUNTING_PREP,WS_03,,,,,2,1.0
1155.5,2025-12-01T19:15:30+00:00,LOCO_01,MOVING,retrofitted1,WS_03,retrofitted1,,,0,5.0
1160.5,2025-12-01T19:20:30+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,7.0
1167.5,2025-12-01T19:27:30+00:00,LOCO_01,MOVING,retrofit2,track_19,retrofit2,,,0,5.0
1172.5,2025-12-01T19:32:30+00:00,LOCO_01,COUPLING_STARTED,retrofit2,,,,SCREW,0,2.0
1174.5,2025-12-01T19:34:30+00:00,LOCO_01,COUPLING_COMPLETED,retrofit2,,,,SCREW,0,2.0
1174.5,2025-12-01T19:34:30+00:00,LOCO_01,SHUNTING_PREP,retrofit2,,,,,0,1.0
1175.5,2025-12-01T19:35:30+00:00,LOCO_01,MOVING,WS_03,retrofit2,WS_03,,,0,5.0
1180.5,2025-12-01T19:40:30+00:00,LOCO_01,DECOUPLING_STARTED,WS_03,,,,SCREW,0,3.0
1183.5,2025-12-01T19:43:30+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_03,,,,SCREW,0,3.0
1186.5,2025-12-01T19:46:30+00:00,LOCO_01,MOVING,track_19,WS_03,track_19,,,0,27.5
1214.0,2025-12-01T20:14:00+00:00,LOCO_01,MOVING,retrofit1,track_19,retrofit1,,,0,5.0
1219.0,2025-12-01T20:19:00+00:00,LOCO_01,COUPLING_STARTED,retrofit1,,,,SCREW,0,2.0
1221.0,2025-12-01T20:21:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit1,,,,SCREW,0,2.0
1221.0,2025-12-01T20:21:00+00:00,LOCO_01,SHUNTING_PREP,retrofit1,,,,,0,1.0
1222.0,2025-12-01T20:22:00+00:00,LOCO_01,MOVING,WS_01,retrofit1,WS_01,,,0,5.0
1227.0,2025-12-01T20:27:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_01,,,,SCREW,0,3.0
1230.0,2025-12-01T20:30:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_01,,,,SCREW,0,3.0
1233.0,2025-12-01T20:33:00+00:00,LOCO_01,MOVING,track_19,WS_01,track_19,,,0,5.0
1238.0,2025-12-01T20:38:00+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1243.0,2025-12-01T20:43:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1243.5,2025-12-01T20:43:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1243.5,2025-12-01T20:43:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1244.0,2025-12-01T20:44:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1244.0,2025-12-01T20:44:00+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1245.0,2025-12-01T20:45:00+00:00,LOCO_01,MOVING,retrofitted1,WS_02,retrofitted1,,,0,5.0
1250.0,2025-12-01T20:50:00+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,5.0
1255.0,2025-12-01T20:55:00+00:00,LOCO_01,MOVING,WS_03,track_19,WS_03,,,0,5.0
1260.0,2025-12-01T21:00:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1260.5,2025-12-01T21:00:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1260.5,2025-12-01T21:00:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1261.0,2025-12-01T21:01:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1261.0,2025-12-01T21:01:00+00:00,LOCO_01,SHUNTING_PREP,WS_03,,,,,2,1.0
1262.0,2025-12-01T21:02:00+00:00,LOCO_01,MOVING,retrofitted1,WS_03,retrofitted1,,,0,5.0
1267.0,2025-12-01T21:07:00+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,7.0
1274.0,2025-12-01T21:14:00+00:00,LOCO_01,MOVING,retrofit2,track_19,retrofit2,,,0,5.0
1279.0,2025-12-01T21:19:00+00:00,LOCO_01,COUPLING_STARTED,retrofit2,,,,SCREW,0,2.0
1281.0,2025-12-01T21:21:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit2,,,,SCREW,0,2.0
1281.0,2025-12-01T21:21:00+00:00,LOCO_01,SHUNTING_PREP,retrofit2,,,,,0,1.0
1282.0,2025-12-01T21:22:00+00:00,LOCO_01,MOVING,WS_02,retrofit2,WS_02,,,0,5.0
1287.0,2025-12-01T21:27:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_02,,,,SCREW,0,3.0
1290.0,2025-12-01T21:30:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_02,,,,SCREW,0,3.0
1293.0,2025-12-01T21:33:00+00:00,LOCO_01,MOVING,track_19,WS_02,track_19,,,0,7.0
1300.0,2025-12-01T21:40:00+00:00,LOCO_01,MOVING,retrofit1,track_19,retrofit1,,,0,5.0
1305.0,2025-12-01T21:45:00+00:00,LOCO_01,COUPLING_STARTED,retrofit1,,,,SCREW,0,2.0
1307.0,2025-12-01T21:47:00+00:00,LOCO_01,COUPLING_COMPLETED,retrofit1,,,,SCREW,0,2.0
1307.0,2025-12-01T21:47:00+00:00,LOCO_01,SHUNTING_PREP,retrofit1,,,,,0,1.0
1308.0,2025-12-01T21:48:00+00:00,LOCO_01,MOVING,WS_03,retrofit1,WS_03,,,0,5.0
1313.0,2025-12-01T21:53:00+00:00,LOCO_01,DECOUPLING_STARTED,WS_03,,,,SCREW,0,3.0
1316.0,2025-12-01T21:56:00+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_03,,,,SCREW,0,3.0
1319.0,2025-12-01T21:59:00+00:00,LOCO_01,MOVING,track_19,WS_03,track_19,,,0,5.0
1324.0,2025-12-01T22:04:00+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1324.0,2025-12-01T22:04:00+00:00,LOCO_01,MOVING,retrofitted1,track_19,retrofitted1,,,0,5.0
1329.0,2025-12-01T22:09:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted1,,,,DAC,6,2.5
1331.5,2025-12-01T22:11:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted1,,,,DAC,6,2.5
1331.5,2025-12-01T22:11:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted1,,,,DAC,6,0.5
1332.0,2025-12-01T22:12:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted1,,,,DAC,6,0.5
1332.0,2025-12-01T22:12:00+00:00,LOCO_01,SHUNTING_PREP,retrofitted1,,,,,6,1.0
1333.0,2025-12-01T22:13:00+00:00,LOCO_01,MOVING,parking14,retrofitted1,parking14,,,0,60.0
1393.0,2025-12-01T23:13:00+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking14,,,,DAC,6,0.5
1393.5,2025-12-01T23:13:30+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking14,,,,DAC,6,0.5
1393.5,2025-12-01T23:13:30+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking14,,,,DAC,6,2.5
1396.0,2025-12-01T23:16:00+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking14,,,,DAC,6,2.5
1398.5,2025-12-01T23:18:30+00:00,LOCO_01,MOVING,track_19,parking14,track_19,,,0,60.0
1458.5,2025-12-02T00:18:30+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1463.5,2025-12-02T00:23:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1464.0,2025-12-02T00:24:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1464.0,2025-12-02T00:24:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1464.5,2025-12-02T00:24:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1464.5,2025-12-02T00:24:30+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1465.5,2025-12-02T00:25:30+00:00,LOCO_01,MOVING,retrofitted1,WS_02,retrofitted1,,,0,5.0
1470.5,2025-12-02T00:30:30+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,5.0
1475.5,2025-12-02T00:35:30+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1475.5,2025-12-02T00:35:30+00:00,LOCO_01,MOVING,retrofitted1,track_19,retrofitted1,,,0,5.0
1480.5,2025-12-02T00:40:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted1,,,,DAC,8,3.5
1484.0,2025-12-02T00:44:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted1,,,,DAC,8,3.5
1484.0,2025-12-02T00:44:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted1,,,,DAC,8,0.5
1484.5,2025-12-02T00:44:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted1,,,,DAC,8,0.5
1484.5,2025-12-02T00:44:30+00:00,LOCO_01,SHUNTING_PREP,retrofitted1,,,,,8,1.0
1485.5,2025-12-02T00:45:30+00:00,LOCO_01,MOVING,parking15,retrofitted1,parking15,,,0,60.0
1545.5,2025-12-02T01:45:30+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking15,,,,DAC,8,0.5
1546.0,2025-12-02T01:46:00+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking15,,,,DAC,8,0.5
1546.0,2025-12-02T01:46:00+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking15,,,,DAC,8,3.5
1549.5,2025-12-02T01:49:30+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking15,,,,DAC,8,3.5
1553.0,2025-12-02T01:53:00+00:00,LOCO_01,MOVING,track_19,parking15,track_19,,,0,60.0
1613.0,2025-12-02T02:53:00+00:00,LOCO_01,MOVING,WS_03,track_19,WS_03,,,0,5.0
1618.0,2025-12-02T02:58:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1618.5,2025-12-02T02:58:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1618.5,2025-12-02T02:58:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1619.0,2025-12-02T02:59:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1619.0,2025-12-02T02:59:00+00:00,LOCO_01,SHUNTING_PREP,WS_03,,,,,2,1.0
1620.0,2025-12-02T03:00:00+00:00,LOCO_01,MOVING,retrofitted1,WS_03,retrofitted1,,,0,5.0
1625.0,2025-12-02T03:05:00+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,5.0
1630.0,2025-12-02T03:10:00+00:00,LOCO_01,ALLOCATED,,,,batch_transport,,0,0.0
1630.0,2025-12-02T03:10:00+00:00,LOCO_01,MOVING,retrofitted1,track_19,retrofitted1,,,0,5.0
1635.0,2025-12-02T03:15:00+00:00,LOCO_01,RAKE_COUPLING_STARTED,retrofitted1,,,,DAC,8,3.5
1638.5,2025-12-02T03:18:30+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,retrofitted1,,,,DAC,8,3.5
1638.5,2025-12-02T03:18:30+00:00,LOCO_01,LOCO_COUPLING_STARTED,retrofitted1,,,,DAC,8,0.5
1639.0,2025-12-02T03:19:00+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,retrofitted1,,,,DAC,8,0.5
1639.0,2025-12-02T03:19:00+00:00,LOCO_01,SHUNTING_PREP,retrofitted1,,,,,8,1.0
1640.0,2025-12-02T03:20:00+00:00,LOCO_01,MOVING,parking10,retrofitted1,parking10,,,0,60.0
1700.0,2025-12-02T04:20:00+00:00,LOCO_01,LOCO_DECOUPLING_STARTED,parking10,,,,DAC,8,0.5
1700.5,2025-12-02T04:20:30+00:00,LOCO_01,LOCO_DECOUPLING_COMPLETED,parking10,,,,DAC,8,0.5
1700.5,2025-12-02T04:20:30+00:00,LOCO_01,RAKE_DECOUPLING_STARTED,parking10,,,,DAC,8,3.5
1704.0,2025-12-02T04:24:00+00:00,LOCO_01,RAKE_DECOUPLING_COMPLETED,parking10,,,,DAC,8,3.5
1707.5,2025-12-02T04:27:30+00:00,LOCO_01,MOVING,track_19,parking10,track_19,,,0,60.0
1767.5,2025-12-02T05:27:30+00:00,LOCO_01,MOVING,WS_01,track_19,WS_01,,,0,5.0
1772.5,2025-12-02T05:32:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1773.0,2025-12-02T05:33:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1773.0,2025-12-02T05:33:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1773.5,2025-12-02T05:33:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1773.5,2025-12-02T05:33:30+00:00,LOCO_01,SHUNTING_PREP,WS_01,,,,,2,1.0
1774.5,2025-12-02T05:34:30+00:00,LOCO_01,MOVING,retrofitted1,WS_01,retrofitted1,,,0,5.0
1779.5,2025-12-02T05:39:30+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,7.0
1786.5,2025-12-02T05:46:30+00:00,LOCO_01,MOVING,retrofit2,track_19,retrofit2,,,0,5.0
1791.5,2025-12-02T05:51:30+00:00,LOCO_01,COUPLING_STARTED,retrofit2,,,,SCREW,0,2.0
1793.5,2025-12-02T05:53:30+00:00,LOCO_01,COUPLING_COMPLETED,retrofit2,,,,SCREW,0,2.0
1793.5,2025-12-02T05:53:30+00:00,LOCO_01,SHUNTING_PREP,retrofit2,,,,,0,1.0
1794.5,2025-12-02T05:54:30+00:00,LOCO_01,MOVING,WS_01,retrofit2,WS_01,,,0,5.0
1799.5,2025-12-02T05:59:30+00:00,LOCO_01,DECOUPLING_STARTED,WS_01,,,,SCREW,0,3.0
1802.5,2025-12-02T06:02:30+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_01,,,,SCREW,0,3.0
1805.5,2025-12-02T06:05:30+00:00,LOCO_01,MOVING,track_19,WS_01,track_19,,,0,5.0
1810.5,2025-12-02T06:10:30+00:00,LOCO_01,MOVING,WS_02,track_19,WS_02,,,0,5.0
1815.5,2025-12-02T06:15:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1816.0,2025-12-02T06:16:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1816.0,2025-12-02T06:16:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_02,,,,DAC,2,0.5
1816.5,2025-12-02T06:16:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_02,,,,DAC,2,0.5
1816.5,2025-12-02T06:16:30+00:00,LOCO_01,SHUNTING_PREP,WS_02,,,,,2,1.0
1817.5,2025-12-02T06:17:30+00:00,LOCO_01,MOVING,retrofitted1,WS_02,retrofitted1,,,0,5.0
1822.5,2025-12-02T06:22:30+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,7.0
1829.5,2025-12-02T06:29:30+00:00,LOCO_01,MOVING,retrofit1,track_19,retrofit1,,,0,5.0
1834.5,2025-12-02T06:34:30+00:00,LOCO_01,COUPLING_STARTED,retrofit1,,,,SCREW,0,2.0
1836.5,2025-12-02T06:36:30+00:00,LOCO_01,COUPLING_COMPLETED,retrofit1,,,,SCREW,0,2.0
1836.5,2025-12-02T06:36:30+00:00,LOCO_01,SHUNTING_PREP,retrofit1,,,,,0,1.0
1837.5,2025-12-02T06:37:30+00:00,LOCO_01,MOVING,WS_02,retrofit1,WS_02,,,0,5.0
1842.5,2025-12-02T06:42:30+00:00,LOCO_01,DECOUPLING_STARTED,WS_02,,,,SCREW,0,3.0
1845.5,2025-12-02T06:45:30+00:00,LOCO_01,DECOUPLING_COMPLETED,WS_02,,,,SCREW,0,3.0
1848.5,2025-12-02T06:48:30+00:00,LOCO_01,MOVING,track_19,WS_02,track_19,,,0,5.0
1853.5,2025-12-02T06:53:30+00:00,LOCO_01,MOVING,WS_03,track_19,WS_03,,,0,5.0
1858.5,2025-12-02T06:58:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1859.0,2025-12-02T06:59:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1859.0,2025-12-02T06:59:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_03,,,,DAC,2,0.5
1859.5,2025-12-02T06:59:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_03,,,,DAC,2,0.5
1859.5,2025-12-02T06:59:30+00:00,LOCO_01,SHUNTING_PREP,WS_03,,,,,2,1.0
1860.5,2025-12-02T07:00:30+00:00,LOCO_01,MOVING,retrofitted1,WS_03,retrofitted1,,,0,5.0
1865.5,2025-12-02T07:05:30+00:00,LOCO_01,MOVING,track_19,retrofitted1,track_19,,,0,5.0
1870.5,2025-12-02T07:10:30+00:00,LOCO_01,MOVING,WS_01,track_19,WS_01,,,0,5.0
1875.5,2025-12-02T07:15:30+00:00,LOCO_01,RAKE_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1876.0,2025-12-02T07:16:00+00:00,LOCO_01,RAKE_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1876.0,2025-12-02T07:16:00+00:00,LOCO_01,LOCO_COUPLING_STARTED,WS_01,,,,DAC,2,0.5
1876.5,2025-12-02T07:16:30+00:00,LOCO_01,LOCO_COUPLING_COMPLETED,WS_01,,,,DAC,2,0.5
1876.5,2025-12-02T07:16:30+00:00,LOCO_01,SHUNTING_PREP,WS_01,,,,,2,1.0
