train_id,arrival_date,arrival_time,wagon_id,length,is_loaded,needs_retrofit
TRAIN01,2025-01-15,08:00,WAGON01_39,16.5,true,true
TRAIN01,2025-01-15,08:00,WAGON01_40,16.5,true,false
TRAIN01,2025-01-15,08:00,WAGON01_41,16.5,true,true
TRAIN01,2025-01-15,08:00,WAGON01_42,16.5,false,true
TRAIN01,2025-01-15,08:00,WAGON01_43,16.5,true,true
TRAIN01,2025-01-15,08:00,WAGON01_44,16.5,true,false
TRAIN01,2025-01-15,08:00,WAGON01_45,16.5,true,true
TRAIN01,2025-01-15,08:00,WAGON01_46,16.5,false,true
TRAIN01,2025-01-15,08:00,WAGON01_47,16.5,true,true
TRAIN01,2025-01-15,08:00,WAGON01_48,16.5,true,false
TRAIN01,2025-01-15,08:00,WAGON01_49,16.5,true,true
TRAIN01,2025-01-15,08:00,WAGON01_50,16.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_01,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_02,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_03,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_04,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_05,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_06,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_07,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_08,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_09,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_10,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_11,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_12,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_13,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_14,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_15,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_16,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_17,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_18,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_19,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_20,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_21,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_22,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_23,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_24,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_25,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_26,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_27,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_28,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_29,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_30,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_31,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_32,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_33,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_34,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_35,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_36,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_37,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_38,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_39,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_40,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_41,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_42,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_43,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_44,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_45,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_46,17.5,false,true
TRAIN02,2025-01-15,14:00,WAGON02_47,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_48,17.5,true,false
TRAIN02,2025-01-15,14:00,WAGON02_49,17.5,true,true
TRAIN02,2025-01-15,14:00,WAGON02_50,17.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_01,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_02,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_03,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_04,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_05,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_06,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_07,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_08,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_09,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_10,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_11,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_12,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_13,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_14,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_15,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_16,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_17,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_18,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_19,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_20,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_21,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_22,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_23,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_24,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_25,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_26,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_27,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_28,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_29,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_30,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_31,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_32,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_33,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_34,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_35,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_36,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_37,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_38,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_39,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_40,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_41,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_42,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_43,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_44,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_45,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_46,15.5,false,true
TRAIN03,2025-01-16,08:00,WAGON03_47,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_48,15.5,true,false
TRAIN03,2025-01-16,08:00,WAGON03_49,15.5,true,true
TRAIN03,2025-01-16,08:00,WAGON03_50,15.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_01,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_02,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_03,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_04,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_05,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_06,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_07,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_08,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_09,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_10,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_11,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_12,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_13,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_14,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_15,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_16,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_17,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_18,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_19,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_20,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_21,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_22,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_23,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_24,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_25,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_26,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_27,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_28,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_29,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_30,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_31,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_32,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_33,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_34,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_35,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_36,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_37,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_38,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_39,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_40,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_41,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_42,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_43,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_44,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_45,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_46,16.5,false,true
TRAIN04,2025-01-16,14:00,WAGON04_47,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_48,16.5,true,false
TRAIN04,2025-01-16,14:00,WAGON04_49,16.5,true,true
TRAIN04,2025-01-16,14:00,WAGON04_50,16.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_01,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_02,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_03,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_04,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_05,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_06,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_07,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_08,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_09,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_10,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_11,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_12,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_13,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_14,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_15,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_16,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_17,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_18,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_19,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_20,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_21,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_22,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_23,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_24,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_25,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_26,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_27,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_28,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_29,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_30,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_31,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_32,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_33,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_34,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_35,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_36,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_37,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_38,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_39,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_40,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_41,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_42,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_43,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_44,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_45,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_46,17.5,false,true
TRAIN05,2025-01-17,08:00,WAGON05_47,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_48,17.5,true,false
TRAIN05,2025-01-17,08:00,WAGON05_49,17.5,true,true
TRAIN05,2025-01-17,08:00,WAGON05_50,17.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_01,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_02,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_03,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_04,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_05,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_06,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_07,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_08,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_09,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_10,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_11,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_12,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_13,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_14,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_15,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_16,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_17,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_18,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_19,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_20,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_21,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_22,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_23,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_24,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_25,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_26,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_27,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_28,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_29,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_30,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_31,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_32,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_33,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_34,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_35,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_36,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_37,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_38,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_39,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_40,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_41,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_42,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_43,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_44,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_45,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_46,15.5,false,true
TRAIN06,2025-01-17,14:00,WAGON06_47,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_48,15.5,true,false
TRAIN06,2025-01-17,14:00,WAGON06_49,15.5,true,true
TRAIN06,2025-01-17,14:00,WAGON06_50,15.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_01,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_02,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_03,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_04,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_05,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_06,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_07,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_08,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_09,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_10,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_11,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_12,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_13,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_14,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_15,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_16,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_17,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_18,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_19,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_20,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_21,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_22,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_23,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_24,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_25,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_26,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_27,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_28,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_29,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_30,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_31,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_32,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_33,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_34,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_35,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_36,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_37,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_38,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_39,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_40,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_41,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_42,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_43,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_44,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_45,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_46,16.5,false,true
TRAIN07,2025-01-18,08:00,WAGON07_47,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_48,16.5,true,false
TRAIN07,2025-01-18,08:00,WAGON07_49,16.5,true,true
TRAIN07,2025-01-18,08:00,WAGON07_50,16.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_01,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_02,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_03,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_04,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_05,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_06,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_07,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_08,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_09,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_10,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_11,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_12,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_13,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_14,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_15,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_16,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_17,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_18,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_19,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_20,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_21,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_22,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_23,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_24,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_25,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_26,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_27,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_28,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_29,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_30,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_31,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_32,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_33,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_34,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_35,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_36,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_37,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_38,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_39,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_40,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_41,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_42,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_43,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_44,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_45,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_46,17.5,false,true
TRAIN08,2025-01-18,14:00,WAGON08_47,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_48,17.5,true,false
TRAIN08,2025-01-18,14:00,WAGON08_49,17.5,true,true
TRAIN08,2025-01-18,14:00,WAGON08_50,17.5,false,true
TRAIN09,2025-01-19,08:00,WAGON09_01,15.5,true,true
TRAIN09,2025-01-19,08:00,WAGON09_02,15.5,false,true
TRAIN09,2025-01-19,08:00,WAGON09_03,15.5,true,true
TRAIN09,2025-01-19,08:00,WAGON09_04,15.5,true,false
TRAIN09,2025-01-19,08:00,WAGON09_05,15.5,true,true
TRAIN09,2025-01-19,08:00,WAGON09_06,15.5,false,true
TRAIN09,2025-01-19,08:00,WAGON09_07,15.5,true,true
TRAIN09,2025-01-19,08:00,WAGON09_08,15.5,true,false
TRAIN09,2025-01-19,08:00,WAGON09_09,15.5,true,true
